qty_dot_url,qty_hyphen_url,qty_underline_url,qty_slash_url,qty_questionmark_url,qty_equal_url,qty_at_url,qty_exclamation_url,qty_space_url,qty_tilde_url,qty_comma_url,qty_plus_url,qty_asterisk_url,qty_hashtag_url,qty_dollar_url,qty_percent_url,qty_tld_url,length_url,qty_dot_domain,qty_hyphen_domain,qty_underline_domain,qty_at_domain,qty_vowels_domain,domain_in_ip,server_client_domain,qty_dot_directory,qty_hyphen_directory,qty_underline_directory,qty_percent_directory,directory_length,file_length,qty_dot_params,qty_hyphen_params,qty_underline_params,qty_slash_params,qty_questionmark_params,qty_percent_params,email_in_url,tls_ssl_certificate,url_shortened,phishing
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,70,2,0,0,0,8,0,0,0,3,0,0,50,6,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,0,0,0,7,0,0,0,0,0,0,14,5,-1,-1,-1,-1,-1,-1,0,0,0,1
1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1,0,0,0,2,0,0,0,1,0,0,40,5,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,3,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,40,1,0,0,0,0,0,0,0,0,0,0,33,29,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,46,2,0,0,0,9,0,0,1,0,0,0,24,17,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,9,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,1,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,4,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,68,1,1,0,0,7,0,0,1,1,0,0,29,11,1,0,0,0,0,0,1,0,0,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,51,2,0,0,0,6,0,0,1,0,0,0,34,13,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,48,2,0,0,0,7,0,0,1,0,0,0,24,11,-1,-1,-1,-1,-1,-1,0,1,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,45,1,0,0,0,2,0,0,0,0,0,0,7,6,0,2,0,0,2,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,2,0,0,0,1,1,0,6,5,-1,-1,-1,-1,-1,-1,0,0,0,1
2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,73,2,0,0,0,6,0,0,0,1,0,0,24,18,0,2,0,0,0,1,0,1,0,1
3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,41,2,0,0,0,0,0,0,1,0,2,0,29,22,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,4,2,80,2,0,0,0,6,0,0,0,1,0,0,20,0,1,0,0,0,0,4,0,1,0,1
6,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,3,86,2,0,0,0,1,0,0,3,0,0,0,52,9,1,0,0,0,0,0,1,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,1,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,3,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,7,0,0,1,0,0,0,11,10,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,1,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,4,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,39,2,0,0,0,6,0,0,0,0,0,0,23,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,2,0,0,10,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,1,0,0,0,0,0,0,5,4,-1,-1,-1,-1,-1,-1,0,0,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,1,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,2,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,0,0,0,3,0,0,0,3,0,0,25,0,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,5,0,0,0,0,0,0,31,15,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,53,2,0,0,0,5,0,0,0,0,0,0,38,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
8,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,2,167,1,0,0,0,2,0,0,0,0,0,0,3,0,7,0,0,1,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,42,2,0,0,0,5,0,0,1,0,0,0,23,10,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,7,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,4,0,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,72,2,1,0,0,8,0,0,0,0,0,0,52,3,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,56,2,0,0,0,4,0,0,1,1,0,0,39,7,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,41,2,0,0,0,5,0,0,0,0,0,0,6,5,0,0,0,0,1,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,4,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,5,0,0,1,0,0,0,18,9,-1,-1,-1,-1,-1,-1,0,0,0,1
5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,36,4,0,0,0,6,0,0,1,0,0,0,9,8,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,1,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2,0,0,0,7,0,0,0,0,0,0,14,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,113,2,0,0,0,3,0,0,0,9,0,0,98,0,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,5,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,10,0,0,0,0,0,0,10,0,-1,-1,-1,-1,-1,-1,0,1,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,7,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,36,3,0,0,0,5,0,0,0,0,0,0,7,6,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,48,2,0,0,0,4,0,0,1,0,0,0,29,11,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,71,2,0,0,0,6,0,0,1,1,0,0,51,9,-1,-1,-1,-1,-1,-1,0,0,0,1
6,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,218,2,0,0,0,6,0,0,4,0,0,0,135,6,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,52,2,0,0,0,6,0,0,0,0,0,0,34,0,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,37,2,0,0,0,11,0,0,1,0,0,0,14,0,-1,-1,-1,-1,-1,-1,0,0,0,0
3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,51,2,1,0,0,11,0,0,1,0,0,0,15,10,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,29,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,1,1
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,0,0,0,7,0,0,1,0,0,0,17,9,-1,-1,-1,-1,-1,-1,0,1,0,1
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0,4,0,0,0,0,0,0,23,6,-1,-1,-1,-1,-1,-1,0,1,0,1
5,0,0,1,1,7,0,1,0,0,0,0,0,0,0,1,1,139,1,0,0,0,5,0,0,1,0,0,0,10,9,1,0,0,0,0,1,0,1,0,0
3,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,42,0,0,0,0,0,0,0,3,1,0,0,36,15,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,51,3,0,0,0,8,0,0,0,1,0,0,22,7,-1,-1,-1,-1,-1,-1,0,1,0,1
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,55,1,0,0,0,8,0,0,0,0,0,0,38,32,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2,0,0,0,7,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,3,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,80,2,0,0,0,4,0,0,1,1,2,0,61,26,-1,-1,-1,-1,-1,-1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,3,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0,6,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,1,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,0,8,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,0,0,0,5,0,0,0,0,0,0,16,0,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,3,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,5,0,0,1,0,0,0,16,9,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,61,2,0,0,0,9,0,0,1,0,0,0,38,10,-1,-1,-1,-1,-1,-1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,38,2,1,0,0,8,0,0,1,0,0,0,9,8,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
5,6,1,9,1,2,0,0,0,0,0,1,0,0,0,0,1,173,2,0,0,0,3,0,0,3,6,0,0,124,12,0,0,1,0,1,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,1,0,0,8,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,2,0,0,7,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1,0,0,0,4,0,0,0,1,0,0,24,0,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,179,2,0,0,0,5,0,0,1,0,0,0,145,10,-1,-1,-1,-1,-1,-1,0,1,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,12,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,1,0,0
1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,6,1,99,1,0,0,0,0,0,0,0,0,1,0,33,29,0,0,0,0,0,6,0,1,0,1
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,1,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,1,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
5,2,1,4,0,2,0,0,0,0,0,0,0,2,0,0,0,140,3,0,0,0,0,1,0,0,0,0,0,12,0,2,0,1,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,0,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
4,0,0,6,1,3,0,0,0,0,0,0,0,0,0,0,1,114,1,0,0,0,7,0,0,1,0,0,0,41,9,2,0,0,0,1,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,0,0,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,3,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,0,0,0,1
3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,82,2,0,0,0,8,0,0,1,0,0,0,56,16,-1,-1,-1,-1,-1,-1,0,0,0,1
